"Name","Disc. Date","Host Name","z","dL (Mpc)","Type"
"SNF20071012-004","2007/10/12","","0.071","331","Ia"
"CSS130930:013836-192936","2013/09/26","","0.071","331","Ia"
"PTF11cnc","2011/04/27","PGC 2161840","0.071","331","Ia"
"PTF12gaz","2012/06/24","","0.071","331","Ia"
"SN2012dr","2012/06/18","A133949+2608","0.071","331","Ia"
"SN2014be","2014/05/07","A160935+4226","0.071,0.072","331","Ia"
"SN2016eno","2016/08/01","","0.071","331","Ia"
"SN2019bit","2019/03/01","","0.071","331","Ia"
"SN2019gwx","2019/06/04","","0.071","331","Ia"
"SN2019ukw","2019/11/08","","0.071","331","Ia"
"SN2020cxo","2020/02/19","","0.071","331","Ia"
"SN2020eee","2020/03/05","","0.071","331","Ia"
"SN2020jdo","2020/05/01","","0.071","331","Ia"
"SN2020yza","2020/11/03","","0.071","331","Ia"
"SN2021qua","2021/06/17","","0.071","331","Ia-91T"
"SN2007ly","2007/10/08","SDSS J02253.38+004633.2","0.071026","331.046","Ia"
"SN2020qwb","2020/08/06","","0.071064","331.232","Ia"
"SN2018lpb","2018/05/16","","0.07109","331.36","Ia"
"SN2020exz","2020/03/24","","0.071151","331.658","Ia"
"SN2021mfn","2021/05/13","","0.071171","331.756","Ia"
"SN2019abf","2019/01/24","SDSS J132030.01+113241.4","0.071179","331.795","Ia"
"SN2021cjb","2021/02/07","LEDA 1013236","0.071186","331.829","Ia"
"SN2018loy","2018/04/06","","0.07124","332.09","Ia"
"SN2018kku","2018/12/19","","0.0713","332.4","Ia"
"SN2018git","2018/09/14","","0.0713","332.4","Ia"
"SN2019gvw","2019/06/01","","0.0713","332.4","Ia"
"PSc370566","2012/03/20","","0.07134","332.58","Ia"
"SN2021end","2021/03/04","","0.071343","332.597","Ia"
"SN2020aaez","2020/11/15","","0.071354","332.651","Ia"
"SN2020adij","2020/12/17","","0.071378","332.768","Ia"
"SN2019uyf","2019/11/15","","0.071419","332.969","Ia"
"SN2019kdf","2019/06/26","","0.0715","333.4","Ia"
"SN2019bgt","2019/02/27","","0.071524","333.482","Ia"
"SN2018bae","2018/04/19","","0.071553","333.624","Ia"
"SNF20080515-003","2008/05/15","","0.07161","333.9","Ia"
"SNF20080813-002","2008/08/13","","0.07161","333.9","Ia"
"SN2018iyw","2018/11/19","","0.071686","334.275","Ia"
"SN2018bfr","2018/05/05","2MASX J11044706-1538068","0.071746","334.569","Ia"
"PTF09fox","2009/10/09","","0.0718,0.0707,0.0718","334.8","Ia"
"SN2021mvl","2021/05/18","","0.071844","335.049","Ia"
"SN2020fkg","2020/03/28","","0.071846","335.058","Ia"
"SDSS-SN-063","2005/03/01","","0.071885","335.249","Ia"
"SNF20070630-006","2007/06/30","","0.07189","335.27","Ia"
"SN2018biv","2018/05/09","","0.0719","335.3","Ia"
"SN2021xfj","2021/08/29","","0.0719","335.3","Ia"
"SN2006on","2006/11/11","SDSS J15558.49-010412.9","0.071915","335.396","Ia"
"SN2020acez","2020/12/10","","0.071951","335.572","Ia"
"LSQ12hzs","2012/12/29","","0.072","336","Ia"
"PS15atx","2015/06/16","2MASX J13031865-2303572","0.072","336","Ia"
"OGLE15rc","2015/11/14","","0.072","336","Ia"
"SN2008fk","2008/09/02","2MASX J02340513+0123408","0.072,0.072","336","Ia"
"PTF11lih","2011/08/31","","0.072,0.072","336","Ia"
"PS15dcq","2015/12/28","","0.072","336","Ia"
"SN2019btg","2019/03/03","SDSS J160623.65+272326.7","0.072","336","Ia"
"SN2018emf","2018/07/30","2MASX J00313898+2858084","0.072","336","Ia"
"SN1998ez","1998/12/08","Abell 3188","0.072","336","II"
"SN2007sm","2007/11/27","A212250+0025","0.072","336","Ia"
"SN2018jhb","2018/11/29","","0.072","336","Ia"
"SN2017dmc","2017/04/24","","0.072","336","Ia"
"SN2017dcg","2017/04/15","","0.072","336","Ia"
"SN2002ia","2002/10/30","A014538+2408","0.072,0.072","336","Ia"
"SN2016iww","2016/12/15","","0.072","336","Ia"
"SN2020kfb","2020/05/17","","0.072","336","Ia"
"SN2005kv","2005/11/19","A083411+0616","0.072","336","Ia"
"CSS120418:125049+222228","2012/04/18","","0.072","336","Ia"
"LSQ14gac","2014/10/23","","0.072","336","Ib"
"PS1-11xo","2011/04/14","","0.072","336","Ia"
"CSS160208:135632+203038","2016/02/08","","0.072","336","Ia"
"OGLE16fgn","2016/11/07","","0.072","336","Ia"
"SN2016cvy","2016/05/10","","0.072","336","Ia"
"SN2017djz","2017/04/20","","0.072","336","Ia"
"SN2017ifb","2017/11/10","","0.072","336","Ia"
"SN2018crs","2018/06/12","","0.072","336","Ia"
"SN2018eag","2018/07/06","","0.072","336","Ia"
"SN2018ghr","2018/09/07","","0.072","336","Ia"
"SN2018gkw","2018/09/08","","0.072","336","Ia"
"SN2018htb","2018/11/01","","0.072","336","Ia"
"SN2018hza","2018/11/05","","0.072","336","Ia"
"SN2019ano","2019/02/06","SDSS J084920.46+111152.7","0.072","336","Ia-91T"
"SN2019byc","2019/03/05","","0.072","336","Ia"
"SN2019zho","2019/12/29","","0.072","336","Ia"
"SN2020jjl","2020/05/09","","0.072","336","Ia"
"SN2020jwp","2020/05/14","","0.072","336","Ia"
"SN2020qpy","2020/08/01","","0.072,0.067","336","Ia"
"SN2020wza","2020/10/16","","0.072","336","Ia"
"SN2021jji","2021/04/09","","0.072","336","Ia"
"SN2021kax","2021/04/13","","0.072","336","Ia"
"SN2021khn","2021/04/19","","0.072","336","Ia"
"SN2021krm","2021/04/30","","0.072","336","Ia"
"SN2021nxh","2021/05/30","","0.072","336","Ia"
"SN2021tth","2021/07/19","","0.072","336","Ia"
"SN2021uby","2021/07/25","","0.072","336","Ia"
"SN2021zcv","2021/09/17","","0.072","336","Ia"
"SDSS2019-53430-010","2005/03/01","","0.072","336","Ia"
"SN2020jdq","2020/04/29","","0.07207","336.16","Ia"
"SN2021mth","2021/05/19","","0.072089","336.248","Ia"
"SN2021meh","2021/05/12","","0.07209","336.25","Ia"
"SN2018cvd","2018/06/09","MRK 0658","0.07209","336.25","Ia"
"SNF20080802-006","2008/08/02","","0.07211","336.35","Ia"
"SN2020efk","2020/03/03","","0.072191","336.748","Ia"
"SN2021fxp","2021/03/17","KUG 1108+327","0.072193","336.757","Ia"
"SN2019A","2019/01/01","2MASX J11390794-2132244","0.072293","337.247","Ia"
"PTF11apq","2011/01/22","","0.0724","337.8","Ia"
"PTF09gul","2009/12/31","","0.0725","338.3","Ia"
"SNF20080926-009","2008/09/26","","0.07255","338.51","Ia"
"SN2018gya","2018/09/26","","0.0726","338.8","Ia-91T"
"SN2020bzb","2020/02/04","","0.0726","338.8","Ia"
"SN2019qe","2019/01/10","","0.072637","338.932","Ia"
"SNF20080516-000","2008/05/16","","0.07267","339.09","Ia"
"SN2007jd","2007/09/05","SDSS J25953.65+010936.1","0.072673","339.109","Ia"
"SN2008iq","2008/12/30","A103926+0505","0.0727","339.2","Ia"
"PTF10bxs","2010/03/07","","0.0727,0.0727","339.2","Ia"
"SN2007ht","2007/09/02","SDSS J03434.00-011257.5","0.072753","339.501","Ia"
"SN2018fvq","2018/09/06","","0.072754","339.506","Ia"
"SN2019fpq","2019/05/21","2MASX J12084900-0437139","0.0728","339.7","Ia-91T"
"SNF20080516-021","2008/05/16","","0.07286","340.03","Ia"
"SN2019gyz","2019/06/03","","0.0729","340.2","Ia"
"SN2021tfx","2021/07/13","","0.07295","340.47","Ia"
"SN2003ay","2003/02/19","NEAT J040726.40+280748.4","0.073001","340.717","Ia"
"SDSS-SN-118","2006/03/26","","0.073033","340.873","Ia"
"SN2018kl","2018/01/23","","0.073","341","Ia"
"SN2016bey","2016/03/11","","0.073","341","Ia"
"PTF10hmc","2010/05/06","","0.073","341","Ia"
"CSS151120:044526-190158","2015/11/20","","0.073","341","Ia"
"PTF10trs","2010/08/30","","0.073","341","Ia"
"LSQ15adm","2015/04/05","","0.073","341","Ia"
"SN2017igy","2017/11/17","","0.073","341","Ia"
"SN2016gdm","2016/09/09","","0.073","341","Ia"
"SN2018huc","2018/10/31","2MASX J02221983-1209087","0.073","341","Ia"
"SN2017gfa","2017/08/14","APMUKS(BJ) B223905.26-262206.9","0.073","341","Ia"
"SN2017hmx","2017/10/19","","0.073","341","Ia"
"SN2016emj","2016/07/28","","0.073","341","Ia"
"SN2018bhr","2018/05/09","","0.073","341","Ia"
"SN2018ddg","2018/07/01","","0.073","341","Ia"
"PS1-13dgl","2013/09/22","2MASX J21132265-3032004","0.073","341","Ia"
"iPTF13adv","2013/04/03","","0.073","341","Ia"
"LSQ12bzz","2012/04/19","","0.073","341","Ia Pec"
"PTF11phk","2011/10/25","","0.073","341","Ia"
"PTF12ass","2012/02/18","","0.073","341","Ia"
"SN2010kn","2010/12/02","A115017+4357","0.071,0.073","341","Ia"
"AT2019xas","2019/12/16","","0.073","341","Ia"
"iPTF15dsf","2015/11/08","","0.073","341","Ia"
"LSQ15acf","2015/03/31","","0.073","341","Ia"
"LSQ16ab","2015/12/29","","0.073","341","Ia"
"SN2018bjc","2018/05/06","","0.073","341","Ia"
"SN2018fvh","2018/09/06","2MASX J01151030-1810578","0.073","341","Ia"
"SN2018gsm","2018/09/14","","0.073","341","Ia"
"SN2018hoj","2018/10/25","","0.073","341","Ia"
"SN2019aof","2019/02/05","","0.073","341","Ia"
"SN2019kjz","2019/06/21","","0.073","341","Ia"
"SN2019nft","2019/08/11","","0.073,0.059","341","Ia"
"SN2019pjw","2019/08/30","","0.073","341","Ia"
"SN2019rrc","2019/10/02","","0.073,0.062","341","Ia"
"SN2019spg","2019/10/16","","0.073","341","Ia"
"SN2019two","2019/11/01","","0.073","341","Ia"
"SN2019wvr","2019/12/16","","0.073","341","Ia"
"SN2020acqy","2020/12/12","","0.073","341","Ia"
"SN2020myi","2020/06/18","","0.073","341","Ia"
"SN2020pyf","2020/07/21","","0.073","341","Ia"
"SN2020ryn","2020/08/19","","0.073","341","Ia"
"SN2020wop","2020/10/12","","0.073","341","Ia"
"SN2020yzv","2020/11/07","","0.073","341","Ia"
"SN2021ajg","2021/01/14","","0.073","341","Ia"
"SN2021cky","2021/02/08","","0.073","341","Ia Pec"
"SN2021dtm","2021/02/22","","0.073","341","Ia"
"SN2021ldj","2021/04/30","","0.073","341","Ia"
"SN2021lrp","2021/05/05","","0.073","341","Ia"
"SN2021mmp","2021/05/15","","0.073","341","Ia"
"SN2021rce","2021/06/25","","0.073","341","Ia"
"SDSS2664-54524-468","2008/02/28","","0.073","341","Ia"
"SDSS2768-54265-233","2007/06/14","","0.073","341","Ia"
"SN2007if","2007/08/16","J011051.37+152739","0.073092","341.163","Ia Pec"
"SN2008hz","2008/11/26","SKHV 220","0.0731","341.2","Ia"
"SN2020rcy","2020/08/11","","0.073155","341.472","Ia"
"SN2019eoc","2019/04/27","","0.0732","341.7","Ia"
"LSQ12ayu","2012/03/10","","0.0732","341.7","Ia"
"SN2012ev","2012/09/05","A220302-2231","0.0732","341.7","Ia"
"SN2020hha","2020/04/15","","0.0732","341.7","Ia"
"SN2019wej","2019/12/07","","0.07322","341.79","Ia"
"SN2019rny","2019/09/24","","0.07327","342.04","Ia"
"SN2020afy","2020/01/18","","0.0733","342.2","Ia"
"SN2021jtb","2021/04/14","","0.073349","342.423","Ia"
"SN2017azk","2017/02/16","J112538.38+072003.8","0.07339","342.62","Ia"
"SN2020bec","2020/01/25","","0.073395","342.649","Ia"
"PTF10twd","2010/08/29","","0.0734,0.0734","342.7","Ia"
"SDSS-SN-085","2007/06/14","","0.073414","342.742","Ia"
"SDSS-II SN 9194","2005/10/21","SDSS J00730.58-004815.7","0.073431","342.825","Ib/c"
"SNF20060912-000","2006/09/12","","0.07345","342.92","Ia"
"SN2021rdq","2021/06/28","","0.073462","342.977","Ia"
"SN2019odb","2019/08/21","","0.073481","343.07","Ia"
"SDSS-SN-080","2008/02/28","","0.073492","343.124","Ia"
"SDSS-SN-033","2003/04/05","","0.073523","343.276","Ia"
"SN2020ibs","2020/04/23","","0.073524","343.281","Ia"
"SDSS-SN-026","2003/01/03","","0.073588","343.595","Ia"
"SN2019boj","2019/03/05","","0.0736","343.7","Ia"
"SN2020uki","2020/09/28","2MFGC 06295","0.073618","343.743","Ia"
"SN2018hnp","2018/10/22","","0.073641","343.855","Ia"
"SN2001kq","2001/03/23","A093334+5510","0.0737","344.1","Ia"
"SN2021kux","2021/05/01","","0.073698,0.073735","344.135","Ia"
"SN2021czn","2021/02/11","","0.073804","344.655","Ia"
"SNF20070712-003","2007/07/12","","0.07385","344.88","Ia"
"SN2018evo","2018/08/09","2MASS J21483845-4322470","0.07389","345.08","Ia"
"SN2018giq","2018/09/14","","0.0739","345.1","Ia-91T"
"SN2018epj","2018/07/31","","0.07393","345.27","Ia"
"SN2017fna","2017/07/15","","0.07399","345.57","Ia-91T"
"SN2002gb","2002/08/28","SDSS J224321.26-000654.5","0.074001","345.622","Ia"
"SN2021pka","2021/06/10","","0.074052","345.872","Ia"
"LSQ12blp","2012/03/26","","0.074","346","Ia"
"SN2016hot","2016/10/13","","0.074","346","Ia"
"SN2019etn","2019/05/06","","0.074","346","Ia"
"SN2021twg","2021/07/20","","0.074","346","Ia"
"PTF10fym","2010/04/26","","0.074","346","Ia"
"SN2018bbn","2018/04/22","","0.074","346","Ia"
"SN2017doq","2017/04/26","2MASX J13415783-0422117","0.074","346","Ia"
"SN2019gtp","2019/06/03","LEDA 42540","0.074","346","Ia"
"SN2018fgq","2018/08/16","","0.074","346","Ia-91T"
"SN2019gwb","2019/06/01","","0.074","346","Ia"
"SN2020abgn","2020/11/30","","0.074,0.068","346","Ia"
"SN2018ggz","2018/09/13","","0.074","346","Ia-99aa"
"SN2019qfq","2019/09/17","","0.074","346","Ia"
"SN2020adns","2020/12/24","","0.074","346","Ia"
"SN2020pmf","2020/07/16","","0.074","346","Ia"
"SN2021pl","2021/01/02","","0.074","346","Ia"
"SN2021sry","2021/07/07","","0.074","346","Ia"
"SN2016cmq","2016/05/21","2MASX J12243888+0754483","0.074","346","Ia"
"SN2018cvt","2018/06/19","","0.074","346","Ia"
"SN2019brc","2019/03/10","","0.074","346","Ia-91T"
"CSS130828:223849-251246","2013/08/28","","0.074","346","Ia"
"PTF10vyv","2010/09/21","","0.074","346","Ia"
"PTF10wnt","2010/09/21","","0.074","346","Ia"
"PTF13dfa","2013/09/04","","0.074","346","Ia"
"OGLE16dwy","2016/09/28","","0.074","346","Ia"
"SN2016arh","2016/02/03","","0.074","346","Ia"
"SN2016cvz","2016/05/13","","0.074","346","Ia"
"SN2016cwh","2016/05/29","","0.074","346","Ia"
"SN2017ebp","2017/05/14","","0.074","346","Ia"
"SN2017gau","2017/08/09","","0.074","346","Ia"
"SN2018abj","2018/03/06","","0.074","346","Ia"
"SN2018ahx","2018/03/07","","0.074","346","Ia"
"SN2018fqe","2018/08/29","","0.074","346","Ia"
"SN2018fva","2018/08/31","","0.074","346","Ia"
"SN2019bys","2019/03/15","","0.074","346","Ia"
"SN2019mon","2019/08/01","PGC 908334","0.074","346","Ia"
"SN2019neg","2019/08/06","","0.074","346","Ia"
"SN2019tjc","2019/10/25","","0.074","346","Ia"
"SN2019wzd","2019/12/18","","0.074","346","Ia"
"SN2019zrh","2019/12/29","","0.074","346","Ia"
"SN2020ac","2020/01/01","","0.074","346","Ia-91T"
"SN2020adhg","2020/12/20","","0.074","346","Ia"
"SN2020adox","2020/12/24","Unknown","0.074","346","Ia"
"SN2020dv","2020/01/04","","0.074","346","Ia"
"SN2020ixn","2020/04/28","","0.074","346","Ia"
"SN2020jjf","2020/05/09","","0.074","346","Ia"
"SN2020mfh","2020/06/11","","0.074","346","Ia"
"SN2020pzv","2020/07/21","","0.074","346","Ia"
"SN2020qxq","2020/08/07","","0.074","346","Ia"
"SN2020tno","2020/09/17","","0.074","346","Ia"
"SN2020vnl","2020/10/09","","0.074","346","Ia"
"SN2021bme","2021/02/01","","0.074","346","Ia"
"SN2021set","2021/07/05","","0.074","346","Ia"
"SN2021tti","2021/07/19","","0.074","346","Ia"
"SN2021udt","2021/07/27","","0.074","346","Ia"
"SN2021vht","2021/08/08","","0.074","346","Ia"
"SN2021ydu","2021/09/06","","0.074","346","Ia"
"SDSS1289-52734-413","2003/04/05","","0.074","346","Ia"
"SDSS966-52642-221","2003/01/03","","0.074","346","Ia"
"iPTF13dfa","2013/09/04","","0.074","346","Ia"
"SN2021orm","2021/06/02","","0.07408","346.01","Ia"
"SN2019tze","2019/11/02","","0.074164","346.422","Ia"
"PTF10qky","2010/08/02","","0.0742,0.0742","346.6","Ia"
"SN2010iv","2010/10/15","A040352-4325","0.0742","346.6","Ia"
"SN2020roc","2020/08/18","","0.07427","346.94","Ia"
"SNF20080614-010","2008/06/14","","0.07433","347.24","Ia"
"SNF20080516-022","2008/05/16","","0.07436","347.38","Ia"
"SN2018cmt","2018/06/13","2MASX J23565589-2459468","0.074378","347.473","Ia"
"SN2020uzw","2020/10/06","","0.0744","347.6","Ia"
"SN2019tzg","2019/11/02","","0.074447","347.812","Ia"
"SNF20080916-021","2008/09/16","","0.07447","347.92","Ia"
"SNF20070818-001","2007/08/18","","0.07449","348.02","Ia"
"SN2005X","2005/01/24","A122400+0746","0.074502","348.082","Ia"
"SN2020kbg","2020/05/10","","0.0745","348.1","Ia"
"SNF20080723-012","2008/07/23","","0.07454","348.27","Ia"
"PTF12dco","2012/04/18","","0.074564","348.387","Ia"
"SN2019dac","2019/04/02","","0.07459","348.51","Ia"
"SN1992ae","1992/06/27","A212817-6133","0.0746,0.0755,0.0792,0.0801,0.0832,0.0837","348.6","Ia"
"DES16E2dd","2016/08/13","","0.0746","348.6","Ia"
"SN2018bfx","2018/04/14","","0.0746","348.6","Ia"
"SN2019vva","2019/11/29","","0.0746","348.6","Ia"
"SN2021mqi","2021/05/14","2dFGRS N129Z133","0.0746","348.6","Ia"
"SNF20080821-000","2008/08/21","","0.07464","348.76","Ia"
"SN2019xbo","2019/12/19","","0.074685","348.981","Ia"
"SN2020hsh","2020/04/17","","0.0747","349.1","Ia"
"SN2021hop","2021/04/01","","0.074712","349.114","Ia-91T"
"SN2021D","2021/01/01","","0.074719","349.148","Ia"
"SN2019zcq","2019/12/29","","0.0748","349.5","Ia"
"SN2021yjq","2021/09/08","LEDA 1531862","0.0748","349.5","Ia"
"SN2021ycy","2021/09/04","","0.074819","349.639","Ia"
"SN2021cjc","2021/02/03","","0.07484","349.74","Ia"
"SNF20080606-012","2008/06/06","","0.07485","349.79","Ia"
"SN2021tyg","2021/07/20","LEDA 2277098","0.074937","350.219","Ia"
"SN2020adip","2020/12/11","","0.07494","350.23","Ia"
"SN2020xuw","2020/10/21","","0.074975","350.406","Ia"
"SN2018hto","2018/10/27","","0.075","351","Ia"
"PTF10glo","2010/05/01","","0.075","351","Ia"
"SN2020fxm","2020/04/04","","0.075","351","Ia"
"AT2019dpu","2019/04/12","MAPS-NGP O_269_1624512","0.075","351","Ia"
"SN2003hu","2003/09/06","A191131+7753","0.075,0.075","351","Ia"
"Gaia15abu","2015/02/09","","0.075","351","Ia Pec"
"PTF09iag","2009/12/16","","0.075","351","Ia"
"SN2019bpe","2019/03/07","","0.075","351","Ia"
"SN1996ap","1996/08/11","Abell 3806","0.075,0.075","351","nIa"
"SN1997dr","1997/11/07","Abell 3112","0.075,0.075","351","Ia?"
"SN2019xj","2019/01/16","LEDA 1332571","0.075","351","Ia"
"SN2017ddf","2017/04/15","2MASX J18532718+2857085","0.075","351","Ia"
"OGLE-2015-SN-024","2015/01/17","","0.075","351","Ia"
"SN2019aki","2019/02/02","","0.075","351","Ia"
"SN2018cog","2018/06/03","","0.075","351","Ia"
"SN2019plb","2019/08/28","","0.075","351","Ia"
"SN2020cdi","2020/02/06","","0.075","351","Ia"
"SN2018jdn","2018/11/27","","0.075","351","Ia"
"SN2019bgs","2019/02/27","","0.075","351","Ia"
"SN2019hqq","2019/06/12","","0.075","351","Ia"
"SN2020qax","2020/07/20","","0.075","351","Ia"
"SN2016eij","2016/07/24","","0.075","351","Ia"
"SN2020men","2020/06/11","","0.075","351","Ia"
"SN2018fec","2018/08/10","","0.075","351","Ia"
"SN2020bcm","2020/01/27","","0.075","351","Ia"
"SN2020hcl","2020/04/12","","0.075","351","Ia"
"SN2002fu","2002/09/10","A220955+1205","0.091,0.075","351","II"
"SN2021bnk","2021/02/01","","0.075","351","Ia"
"SN2005hi","2005/10/23","A024100+1642","0.075","351","Ia"
"LSQ14drn","2014/07/24","","0.075","351","Ia"
"PTF11izs","2011/07/26","","0.075","351","Ia"
"SN2014dy","2014/12/19","A024857-0045","0.075","351","Ia"
"OGLE16fsn","2016/11/20","","0.075","351","Ia"
"SMT J13494831-0658174","2015/07/28","","0.075","351","Ia"
"SN2016gyi","2016/10/07","","0.075","351","Ia"
"SN2017icw","2017/11/13","","0.075","351","Ia"
"SN2018bft","2018/05/02","","0.075,0.063","351","Ia"
"SN2018cdv","2018/05/31","","0.075","351","Ia"
"SN2018cdz","2018/06/03","","0.075","351","Ia"
"SN2018dbd","2018/06/28","","0.075","351","Ia"
"SN2018dds","2018/06/28","","0.075","351","Ia"
"SN2018fio","2018/08/13","","0.075","351","Ia"
"SN2018fnd","2018/08/29","","0.075","351","Ia"
"SN2018hoz","2018/10/26","","0.075","351","Ia"
"SN2019deg","2019/04/07","","0.075","351","Ia"
"SN2019hxb","2019/06/18","","0.075","351","Ia"
"SN2019lks","2019/07/14","","0.075","351","Ia"
"SN2019mym","2019/08/05","","0.075","351","Ia"
"SN2019nxv","2019/08/20","","0.075,0.076","351","Ia"
"SN2019qwp","2019/09/25","","0.075","351","Ia"
"SN2019skr","2019/10/08","","0.075","351","Ia"
"SN2019wzy","2019/12/16","","0.075","351","Ia"
"SN2019yft","2019/12/27","","0.075","351","Ia"
"SN2020abfl","2020/11/23","","0.075","351","Ia"
"SN2020cxa","2020/02/19","","0.075","351","Ia"
"SN2020oyd","2020/07/11","","0.075","351","Ia-91T"
"SN2020qkw","2020/07/28","","0.075","351","Ia"
"SN2020tns","2020/09/15","","0.075","351","Ia"
"SN2020tnw","2020/09/14","","0.075","351","Ia"
"SN2020uog","2020/09/22","","0.075","351","Ia"
"SN2020vnq","2020/10/07","","0.075","351","Ia"
"SN2020zjv","2020/11/12","","0.075","351","Ia-91T"
"SN2021foz","2021/03/15","","0.075","351","Ia"
"SN2021ufg","2021/07/28","","0.075","351","Ia"
"SN2021uhl","2021/07/29","","0.075","351","Ia"
"SN2021xjt","2021/08/31","","0.075","351","Ia"
"SN2021yui","2021/09/13","","0.075","351","Ia"
"SN2012L","2012/01/13","A075900+2709","0.075","351","Ia"
"PS1-12sn","2012","","0.075","351","Ia"
"SN2005ir","2005/10/28","SDSS J11643.86+004737.1","0.075254","351.778","Ia"
"SN2018jgs","2018/12/01","","0.075308","352.043","Ib"
"SN2019uwc","2019/11/13","","0.075337","352.186","Ia"
"SN2021yk","2021/01/10","LEDA 916463","0.075345","352.225","Ia"
"SN2003hj","2003/08/19","MCG +05-36-28","0.075369","352.343","Ia"
"AT2021igt","2021/04/05","","0.075382","352.407","Ia"
"SN2019rpc","2019/10/01","","0.075405","352.52","Ia"
"SN2021aq","2021/01/02","","0.0755","353","Ia"
"SN2017byj","2017/03/04","CGCG 077-075","0.075516","353.066","Ia"
"SN2020acjy","2020/12/10","","0.075545","353.209","Ia"
"SN2018atr","2018/04/11","","0.075545","353.209","Ia"
"SN2019lqn","2019/07/01","","0.075609","353.523","Ia"
"AT2018jos","2018/12/03","","0.075627","353.612","Ia"
"SN2019qo","2019/01/10","","0.07567","353.82","Ia"
"SDSS-II SN 20394","2007/10/29","","0.0757","354","Ia"
"SN2020aaut","2020/11/23","","0.075748","354.207","Ia"
"SNF20080731-000","2008/07/31","","0.07575","354.22","Ia"
"SN2020seo","2020/08/28","","0.075754,0.076813","354.237","Ia"
"SN2018jcd","2018/11/18","J113806.97+015427.0","0.075796","354.443","Ia"
"SN2008hr","2008/11/23","2MASX J09185174+1857294","0.075802","354.473","Ia"
"SN2017hho","2017/10/09","2MASX J21544026-0644081","0.0758","354.5","Ia"
"SN2019qpd","2019/09/22","","0.0758","354.5","Ia"
"SN2021udp","2021/07/27","","0.075855","354.734","Ia"
"SN2010hs","2010/09/10","2MASX J02253767+2445579","0.076","355",".Ia"
"PTF10gjx","2010/04/27","","0.076","355","Ia"
"PTF10pdf","2010/07/10","","0.0759","355","Ia"
"SN2016dxe","2016/04/06","","0.076","355","Ia"
"SN2013go","2013/10/21","A032744-2829","0.076","355","Ia"
"SN2018jsx","2018/12/04","","0.076","355","Ia"
"PTF10abjv","2010/11/26","","0.076","355","Ia"
"SN2016gsu","2016/10/04","","0.076","355","Ia"
"OGLE-2012-SN-005","2012/10/12","","0.076","355","Ia"
"SN2021umz","2021/08/01","","0.076","355","Ia-91T"
"SN2021zu","2021/01/09","","0.076","355","Ia"
"SN2017zv","2017/01/30","LCRS B114229.6-112428","0.076","355","Ia"
"PS15aja","2015/05/07","","0.076","355","Ia"
"SN2020cyp","2020/02/15","","0.076","355","Ia"
"SN1998du","1998/08/14","Abell 2819","0.076,0.076,0.076","355","nIa"
"CSS150213:100134+453359","2015/02/13","","0.076","355","Ia"
"SN2020lht","2020/05/29","","0.076","355","Ia"
"SN2016fjp","2016/08/26","ESO 145-25","0.076","355","Ia"
"SN2020qql","2020/08/02","","0.076","355","Ia"
"SN2021imq","2021/04/05","","0.076","355","Ia"
"AT2019ujd","2019/11/03","SDSS CGB 63684.1","0.076","355","Ia-91T"
"SN2017ijq","2017/11/20","","0.076","355","Ia"
"SN2016fhu","2016/08/25","","0.076","355","Ia"
"SN2019bye","2019/03/14","","0.076","355","Ia"
"PTF13dqc","2013/10/03","","0.076","355","Ia"
"SN2013bp","2013/04/15","A121904+4224","0.076","355","Ia"
"OGLE16ead","2016/09/30","","0.076","355","Ia"
"SN2017iva","2017/12/04","","0.076","355","Ia"
"SN2018btp","2018/05/14","","0.076","355","Ia"
"SN2018crk","2018/06/10","","0.076","355","Ia-91T"
"SN2018cro","2018/06/12","","0.076","355","Ia"
"SN2018fja","2018/08/21","","0.076","355","Ia"
"SN2018kbj","2018/12/14","","0.076","355","Ia"
"SN2018kfd","2018/12/16","","0.076","355","Ia"
"SN2019myu","2019/08/08","","0.076","355","Ia"
"SN2019olx","2019/08/15","","0.076","355","Ia"
"SN2019ost","2019/08/22","","0.076","355","Ia"
"SN2019rqh","2019/09/25","","0.076","355","Ia"
"SN2019rqv","2019/10/02","","0.076","355","Ia"
"SN2019xuj","2019/12/24","","0.076","355","Ia"
"SN2020jgd","2020/05/06","","0.076","355","Ia"
"SN2020kqv","2020/05/20","","0.076","355","Ia"
"SN2020mop","2020/06/14","","0.0759","355","Ia"
"SN2020mxn","2020/06/18","","0.076","355","Ia"
"SN2020pow","2020/07/10","","0.076","355","Ia"
"SN2020rpk","2020/08/16","","0.076,0.061","355","Ia"
"SN2020uma","2020/09/23","","0.076","355","Ia"
"SN2020vaf","2020/10/07","","0.076","355","Ia"
"SN2020yel","2020/10/24","","0.076","355","Ia"
