"Name","Disc. Date","Host Name","z","dL (Mpc)","Type"
"SN2020uli","2020/09/29","ESO 283-G4","0.016555","74.1926","Ia"
"SN2012gw","2012/10/06","ESO 316-G38","0.016575","74.2833","Ia"
"SN2018hkq","2018/10/15","IC 2541","0.016598","74.3877","Ia"
"SN2001ed","2001/09/02","NGC 706","0.0166","74.4","Ia"
"SN2010kg","2010/11/29","NGC 1633","0.016632","74.542","Ia"
"SN2018bi","2018/01/05","UGC 1792","0.016635","74.5556","Ia"
"SN2021dnn","2021/02/22","NGC 304","0.016648","74.6146","Ia"
"SN2008er","2008/08/05","UGC 1563","0.01665","74.624","Ia"
"SN2012hy","2012/11/11","NGC 4903","0.01667","74.714","Ia"
"SN2007bj","2007/04/18","NGC 6172","0.016708","74.8869","Ia"
"SN2021wqi","2021/08/20","NGC 5513","0.016724","74.9595","Ia"
"SN2017ebm","2017/05/13","MCG -03-34-66","0.016732","74.9958","Ia"
"SN2002es","2002/08/23","UGC 2708","0.02843","75","Ia Pec"
"SN2002eh","2002/08/01","NGC 917","0.01797","75","Ia"
"SN2007E","2007/01/10","NGC 921","0.02261","75","Ia"
"SN2017hou","2017/10/24","UGC 2969","0.016738","75.023","Ia"
"SN2016hli","2016/10/25","MCG +08-07-08","0.016752","75.0865","Ia"
"SN2011fw","2011/09/23","MCG +06-08-15","0.0168","75.3","Ia"
"SN2012dz","2012/08/08","NGC 6619","0.016805","75.3271","Ia"
"SN2020abyx","2020/12/08","ESO 509-G45","0.016818","75.3861","Ia"
"SN2013dr","2013/07/01","MCG +08-31-44","0.016835","75.4633","Ia"
"ASASSN-15oh","2015/08/14","MCG +06-49-27","0.016835","75.4633","Ia"
"SN2005dm","2005/08/26","IC 219","0.01684,0.017","75.486","Ia"
"ASASSN-14iu","2014/10/12","NGC 2771","0.016855","75.5541","Ia"
"SN2019qyk","2019/09/25","UGC 5604","0.016875","75.6448","Ia"
"SN2013gs","2013/11/29","UGC 5066","0.016888","75.7038","Ia"
"SN2011gy","2011/10/22","MCG +07-08-15","0.0169","75.76","Ia"
"SN2003Y","2003/01/29","IC 522","0.01694","75.94","Ia"
"SN2018hrt","2018/10/31","UGC 2122","0.016945","75.9626","Ia"
"SN2013fw","2013/10/21","NGC 7042","0.016952","75.9944","Ia"
"SN2005A","2005/01/05","NGC 958","0.01914,0.01834,0.01835,0.01914","76","Ia"
"SN1999gd","1999/11/24","NGC 2623","0.01851,0.01846","76","Ia"
"SN2000B","2000/01/11","NGC 2320","0.01983","76","Ia"
"SN2003cp","2003/03/30","MCG +10-12-78","0.02,0.02","76","Ia"
"SN2014aa","2014/03/07","NGC 3861","0.016982","76.1306","Ia"
"SN2019pxd","2019/09/10","UGC 12282","0.016992,0.017129","76.176","Ia"
"SN2015ar","2015/11/11","NGC 383","0.017","76.2","Ia"
"SN2018fhw","2018/08/21","2MASX J04180598-6336523","0.017","76.2","Ia"
"SN2018aye","2018/04/21","SDSS J175740.70+500154.1","0.017","76.2","Ia"
"SN2015ac","2015/07/28","UGC 12474","0.017","76.2","Ia-91bg"
"SN2017izu","2017/12/14","IC 4352","0.017","76.2","Ia"
"SN2018enc","2018/08/02","PGC 985222","0.017","76.2","Ia"
"SN2020ayh","2020/01/25","UGC 11430","0.017","76.2","Ia"
"Gaia18afh","2018/01/04","","0.017","76.2","Ia"
"SN2013hk","2013/12/04","PGC 2816341","0.017","76.2","Ia"
"SN2016ekt","2016/07/24","","0.017","76.2","Ia"
"SN2019wup","2019/12/15","IC 1550","0.017","76.2","Ia"
"SN2020vaw","2020/10/07","","0.017","76.2","Ia"
"SN2021rgm","2021/06/29","","0.017","76.2","Ia"
"SN2002bw","2002/03/30","PGC 59990","0.017","76.2","Ia"
"SN1991K","1991/12/15","NGC 2851","0.017,0.017","76.2","Ia"
"SN1995am","1995/10/22","PGC 2803","0.017,0.017,0.017","76.2","Ia"
"SN2004fa","2004/09/05","MCG -05-48-05","0.019,0.017","76.2","Ia"
"SN2004gm","2004/11/30","MCG -02-33-80","0.017","76.2","Ia"
"SN2005co","2005/06/20","IC 1496","0.017","76.2","Ia"
"SN2009hr","2009/07/29","A004034+0332","0.017,0.017","76.2","Ia"
"PSN J21253403-4016432","2012/06/27","IC 5105A","0.017","76.2","Ia"
"SN2012ha","2012/11/20","A130036+2734","0.017","76.2","Ia"
"SN2013fb","2013/08/27","IC 221","0.017","76.2","Ia"
"SN2014bx","2014/07/20","NGC 6808","0.017","76.2","Ia"
"SN2020sck","2020/08/25","","0.017","76.2","Ia-02cx"
"SN2021xn","2021/01/10","","0.017,0.013","76.2","Ia"
"SDSS0418-51884-144","2000/12/06","","0.017","76.2","Ia"
"SN2017hle","2017/10/18","NGC 383","0.017005","76.235","Ia-91bg"
"SN2016euj","2016/08/09","ESO 479-G7","0.017008","76.2486","Ia"
"SN2004gw","2004/12/27","CGCG 283-003","0.01702","76.303","Ia-02cx"
"SN2017erv","2017/06/13","AM 1904-844","0.017035","76.3712","Ia"
"SN2018iuu","2018/11/21","UGC 6452","0.017051","76.4439","Ia"
"SN2008C","2008/01/03","UGC 3611","0.017067,0.016621","76.5165","Ia"
"SN2020acch","2020/12/10","UGC 1161","0.017072","76.5392","Ia"
"SN2021vtl","2021/08/11","NGC 940","0.017075","76.5528","Ia"
"SN2016ekg","2016/07/27","ESO 466-G32","0.0171","76.67","Ia"
"SN2009fu","2009/06/01","NGC 846","0.0171","76.67","Ia"
"SN2019wdx","2019/12/07","IC 2341","0.017155","76.9161","Ia"
"SN2017evn","2017/06/20","SDSS J114723.29+232157.5","0.017159","76.9343","Ia"
"AT2019bqe","2019/03/07","NGC 3074","0.017159","76.9343","Ia"
"SN1992bc","1992/10/04","ESO 300-G9","0.0186,0.0179,0.0208,0.0194,0.0202,0.0234","77","Ia"
"SN2006hn","2006/09/28","UGC 6154","0.0172","77.12","Ia-02cx"
"SN1999bh","1999/03/29","NGC 3435","0.01721","77.166","Ia"
"SN2020udy","2020/09/24","NGC 812","0.017222","77.2204","Ia-02cx"
"SN2006eb","2006/07/22","UGC 771","0.01723","77.257","Ia"
"SN2017aut","2017/02/14","2MASX J05474279-7912525","0.017233","77.2703","Ia"
"SN2013Q","2013/01/25","NGC 7753","0.017239","77.2976","Ia"
"SN2003F","2003/01/08","UGC 3261","0.01724","77.302","Ia"
"SN2006ch","2006/05/09","NGC 7753","0.01724","77.302","Ia"
"SN2020ohg","2020/07/10","IC 4654","0.01724","77.302","Ia"
"AT2017dzs","2017/05/11","UGC 12655","0.017269","77.4339","Ia"
"SDSS-SN-007","2000/12/06","","0.017282","77.4929","Ia"
"SN2015ce","2015/08/19","UGC 12156","0.017285","77.5065","Ia-02cx"
"ASASSN-13av","2013/06/26","NGC 7068","0.01729","77.529","Ia"
"SN2017cbr","2017/03/08","CGCG 098-015","0.0173","77.57","Ia"
"SN2011ka","2011/12/29","ESO 119-G46","0.0173","77.57","Ia"
"SN2012B","2012/01/08","MCG +06-09-10","0.0173","77.57","Ia"
"SN2012en","2012/09/09","MCG +00-11-12","0.0173","77.57","Ia"
"SN2013ei","2013/06/26","NGC 7068","0.0173","77.57","Ia"
"SN2004fz","2004/11/14","NGC 783","0.017312","77.6292","Ia"
"SN2008hs","2008/12/01","NGC 910","0.017349","77.7972","Ia"
"SN2016A","2015/12/24","UGC 4251","0.017375","77.9153","Ia"
"SN2017bkc","2017/02/23","2MASX J17503055-0148023","0.017382","77.9471","Ia"
"SN2003gq","2003/07/24","NGC 7407","0.02145","78","Ia-02cx"
"SN2007ap","2007/03/13","MCG +03-41-03","0.015818","78","Ia"
"SN2011M","2011/01/19","UGC 3218","0.0174","78.03","Ia"
"MOTJ0746","2015/04/29","","0.0174","78.03","Ia"
"ASASSN-15kp","2015/06/07","PGC 158354","0.017402","78.038","Ia"
"SN2013ef","2013/07/04","UGC 1395","0.017405","78.0516","Ia"
"SN2017grw","2017/09/11","NGC 6018","0.017405","78.0516","Ia"
"SN2019akq","2019/02/03","UGC 3044","0.017459","78.2969","Ia"
"SN2016itd","2016/12/02","UGC 9165","0.0175","78.48","Ia"
"SN2011aj","2011/02/18","NGC 6246A","0.0175","78.48","Ia"
"SN2019pxo","2019/09/10","UGC 2614","0.017519","78.5695","Ia"
"SN2017ghu","2017/08/26","UGC 3329","0.017522","78.5832","Ia"
"SN2002hw","2002/11/09","UGC 52","0.017535","78.6422","Ia"
"SN2021hfu","2021/03/29","CGCG 178-036","0.017542","78.6741","Ia"
"SN2019gqv","2019/06/01","ESO 35-G17","0.017549","78.7059","Ia"
"SN2011hk","2011/10/31","NGC 881","0.017555","78.7331","Ia Pec"
"SN2018fuk","2018/09/05","ESO 16-G11","0.017582","78.8558","Ia"
"SN2013cw","2013/05/29","NGC 6211","0.017589","78.8876","Ia"
"SN2014dz","2014/12/20","PGC 213221","0.0176","78.94","Ia"
"SN1992P","1992/04/03","IC 3690","0.0265,0.0254,0.0257,0.0265,0.0284","79","Ia"
"SN1998eb","1998/09/17","NGC 1961","0.01312","79","Ia"
"SN2005er","2005/09/29","NGC 7385","0.02618","79","Ia Pec"
"SN1988F","1988/02/20","MCG +02-37-15A","0.017619,0.017619","79.0239","Ia"
"SN2012T","2012/01/26","NGC 5421","0.017646","79.1466","Ia"
"SN2013T","2013/01/22","UGC 8250","0.017646","79.1466","Ia"
"ASASSN-15qc","2015/10/01","UGC 402","0.017649","79.1603","Ia"
"ASASSN-15lp","2015/06/20","MRK 576","0.017686","79.3284","Ia"
"SN2020eqv","2020/03/21","NGC 2674","0.017706","79.4193","Ia"
"SN2013dl","2013/06/17","MCG -01-04-25","0.01775","79.619","Ia"
"SN2011ia","2011/11/18","MCG +11-12-23","0.017789","79.7966","Ia"
"SN2019ltt","2019/07/24","","0.0178","79.85","Ia"
"SN2009kp","2009/11/03","NGC 6246","0.0178","79.85","Ia"
"SN2004ca","2004/06/02","UGC 11799","0.01782","79.937","Ia"
"SN2005ki","2005/11/18","NGC 3332","0.019207","80","Ia"
"SN2005eo","2005/09/27","UGC 4132","0.0173,0.017","80","Ia"
"SN2005lt","2005/12/10","MCG +03-30-51","0.01993","80","Ia"
"SN2010gl","2010/07/18","NGC 6189","0.0188","80","Ia"
"SN2020vey","2020/10/08","","0.017869","80.1602","Ia"
"SN2019udk","2019/11/03","CGCG 383-067","0.017892","80.2648","Ia"
"SN2007as","2007/03/13","ESO 18-G18","0.017896,0.017896","80.283","Ia"
"SN1978E","1978/10/27","MCG +06-49-36","0.0179","80.3","Ia"
"SN2018ilu","2018/11/12","","0.0179","80.3","Ia"
"SN2018gl","2018/01/13","NGC 3070","0.017906","80.3284","Ia"
"SN2008ey","2008/08/18","IC 262","0.01796","80.574","Ia"
"SN2019xfi","2019/12/20","ESO 218-G13","0.017969","80.6149","Ia"
"ASASSN-15od","2015/08/10","MCG -01-07-04","0.017989","80.7058","Ia"
"SN2018kmu","2018/12/20","","0.018","80.8","Ia"
"SN2014eg","2014/11/16","ESO 154-G10","0.018","80.8","Ia-91T"
"SN2012da","2012/06/18","PGC 83768","0.018","80.8","Ia"
"SN2007J","2007/01/15","UGC 1778","0.017,0.018,0.017","80.8","Ia-02cx"
"SN2011Z","2011/01/29","ESO 576-G77","0.018","80.8","Ia"
"SN2021ucx","2021/07/26","CGCG 504-088","0.018","80.8","Ia"
"SN2018ctv","2018/06/21","NGC 541","0.018","80.8","Ia-91bg"
"SN2018fvm","2018/09/06","","0.018","80.8","Ia"
"SN2017dgw","2017/04/22","","0.018","80.8","Ia"
"SN2018eay","2018/07/15","IC 1286","0.018","80.8","Ia-91T"
"SN2019hvv","2019/06/20","MCG -01-04-16","0.018","80.8","Ia"
"PS1-14xx","2014/04/28","CGCG 253-032","0.018","80.8","Ia"
"SN1999gj","1999/11/17","NGC 3251","0.017,0.018","80.8","Ia"
"SN2016adp","2016/01/21","PGC 2192359","0.018","80.8","Ia"
"SN2003gh","2003/06/29","NGC 2466","0.018","80.8","Ia"
"SN2009hk","2009/07/11","MCG -04-48-26","0.018","80.8","Ia"
"ASASSN-13cj","2013/08/27","CGCG 051-075","0.018","80.8","Ia"
"ASASSN-14me","2014/12/16","ESO 113-G47","0.018","80.8","Ia"
"LSQ12gwy","2012/12/01","","0.018","80.8","Ia"
"SN2010ia","2010/09/16","A035656+0830","0.018","80.8","Ia"
"PSN J21312375+4336312","2015/11/07","PGC 90388","0.018","80.8","Ia"
"SN2019exg","2019/05/09","","0.018","80.8","Ia"
"SN1988D","1988/02/09","MCG +00-20-06","0.018","80.8","Ia"
"SN2010im","2010/10/04","A201131-4541","0.018,0.018","80.8","Ia"
"PESSTO ESO 154-G10","2014/11/23","","0.018","80.8","Ia-91T"
"SN2002jm","2002/12/07","IC 603","0.01801","80.801","Ia"
"ASASSN-15kx","2015/06/10","MCG +06-49-01","0.018019","80.8422","Ia"
"SN2017awk","2017/02/16","UGC 11128","0.018056","81.0104","Ia"
"SN2017ezd","2017/06/17","ESO 339-G9","0.018076","81.1014","Ia"
"SN2003lb","2003/12/25","UGC 2850","0.0181","81.21","Ia"
"SN2010dq","2010/06/03","NGC 57","0.0181","81.21","Ia"
"SN2011fp","2011/08/29","NGC 57","0.0181","81.21","Ia"
"SN2020ddw","2020/02/23","UGC 3132","0.018129","81.3424","Ia"
"SN2017ghs","2017/08/22","ESO 317-G32","0.018146","81.4197","Ia"
"SN2018big","2018/05/10","UGC 10858","0.01815","81.438","Ia"
"SN2020bqm","2020/02/02","NGC 213","0.018173","81.5425","Ia"
"SN2021bkw","2021/01/31","LEDA 1634284","0.018201","81.6699","Ia"
"SN2011dp","2011/06/02","MCG -01-05-31","0.0182","81.67","Ia"
"SN2016ffh","2016/08/17","CGCG 249-011","0.018204","81.6835",".Ia"
"SN2019upw","2019/11/12","NGC 109","0.018206","81.6926","Ia"
"SN2012el","2012/08/18","NGC 5968","0.018206","81.6926","Ia"
"SN2018dda","2018/07/04","ESO 532-G21","0.018229","81.7972","Ia"
"SN2007au","2007/03/18","UGC 3725","0.020584","82","Ia"
"SN2001dd","2001/07/13","UGC 11579","0.01944","82","Ia"
"SN1988C","1988/01/21","MCG +07-16-08","0.01967,0.01967","82","Ia"
"AT2014gd","2014/11/05","UGC 766","0.018283","82.0428","Ia"
"SN1999be","1999/03/10","MCG +03-22-07","0.0183","82.12","Ia"
"SN2009km","2009/10/23","A030259-1449","0.0183","82.12","Ia"
"SN2016cmn","2016/05/20","IC 1289","0.018313","82.1793","Ia"
"ASASSN-16fj","2016/05/20","IC 1289","0.018313","82.1793","Ia"
"PSN J07250042+2347030","2012/10/16","NGC 2370","0.018346","82.3294","Ia"
"SN2021qwh","2021/06/23","NGC 570","0.018359","82.3885","Ia"
"PSN J04561965-1548027","2014/11/14","IC 2104","0.018393","82.5432","Ia"
"AT2020gdw","2020/04/10","NGC 5111","0.018396","82.5569","Ia"
"SN2003ij","2003/09/25","UGC 3336","0.0184","82.58","Ia"
"SN2006nr","2006/10/26","UGC 3336","0.0184","82.58","Ia"
"SN2010gz","2010/08/16","NGC 599","0.0184","82.58","Ia"
"SN2010lt","2010/12/31","UGC 3378","0.0184","82.58","Ia"
"SN2011do","2011/06/11","ESO 55-G23","0.0184","82.58","Ia"
"SN2021ltl","2021/05/08","UGC 3378","0.018416","82.6479","Ia"
"SN2001iq","2001/12/14","UGC 12032","0.01842","82.666","Ia"
"SN2017atv","2017/02/14","UGC 2710","0.018479","82.9345","Ia"
"SN2009gf","2009/06/15","NGC 5525","0.0185,0.0193,0.0185","83.03","Ia"
"SN2011dj","2011/06/04","MCG +00-34-01","0.0185","83.03","Ia"
"SN2011ed","2011/03/26","IC 4839","0.0185","83.03","Ia"
"SN2002dk","2002/06/13","NGC 6616","0.01853","83.167","Ia"
"SN2020szq","2020/09/11","","0.018553","83.2712","Ia"
"SN2016huh","2016/11/04","ESO 563-G35","0.018556","83.2849","Ia"
"SN2013S","2013/01/25","A033530+3816","0.018576","83.3759","Ia"
"SN2017dit","2017/04/24","2MASX J15275941+4250592","0.01859","83.44","Ia"
"SN2016hht","2016/10/16","IC 607","0.018596","83.4669","Ia"
"SN2016gxp","2016/10/05","NGC 51","0.0186","83.49","Ia-91T"
"SN2019hzu","2019/06/22","UGC 2233","0.0186","83.49","Ia"
"SN2012fw","2012/08/19","ESO 235-G37","0.0186","83.49","Ia"
"SN2012gb","2012/10/31","IC 5193","0.0186","83.49","Ia-91bg"
"SN2015bd","2015/12/07","NGC 3662","0.0186","83.49","Ia"
"SN2021fpm","2021/03/15","MCG -02-51-08","0.018606","83.5124","Ia"
"SN2013eb","2013/07/13","UGC 9761","0.018606,0.018616","83.5124","Ia"
"ASASSN-15ml","2015/07/12","2MASX J20030163-2154516","0.018623","83.5898","Ia"
"SN2018jeo","2018/11/28","ESO 564-G14","0.018653","83.7263","Ia"
"SN1999bv","1999/04/19","MCG +10-25-14","0.01866","83.758","Ia"
"SN2012bl","2012/03/26","ESO 234-G19","0.0187","83.94","Ia"
"SN2004fy","2004/11/10","MCG +15-01-10","0.0187","83.94","Ia"
"SN2016ag","2016/01/26","","0.0187","83.94","Ia"
"ASASSN-16ax","2016/01/26","2MASX J01312331+6019128","0.0187","83.94","Ia"
"SN2006cm","2006/05/24","UGC 11723","0.016341","84","Ia"
"SN2000dr","2000/10/05","IC 1610","0.018796","84.3772","Ia"
"PSN J04173792+3617317","2014/12/12","UGC 3000","0.0188","84.4","Ia"
"SN2004dt","2004/08/11","NGC 799","0.01973,0.018812,0.01883,0.01973","84.45","Ia"
"ASASSN-15rw","2015/10/24","GALEXASC J021558.44+121415.2","0.0189","84.85","Ia"
"SN2014E","2014/01/07","UGC 7034","0.018906","84.878","Ia"
"SN2014ak","2014/03/26","NGC 2446","0.018906","84.878","Ia"
"ASASSN-16mc","2016/10/21","ESO 233-IG014","0.018913","84.9098","Ia"
"ASASSN-15go","2015/04/06","2MASX J06113048-162908","0.018923","84.9554","Ia"
"SN2014dx","2014/12/25","MCG -03-22-02","0.018926","84.969","Ia"
"SN2021kds","2021/04/15","MCG -03-22-002","0.018926","84.969","Ia"
"SN1998ec","1998/09/26","UGC 3576","0.0199,0.0198,0.0199,0.0194,0.0245","85","Ia"
"SN1997cv","1997/07/07","Abell 3565","0.024,0.024","85","nIa"
"SN2019bwm","2019/03/17","UGC 3561","0.01895","85.078","Ia"
"SN2015N","2015/07/06","UGC 11797","0.019","85.3","Ia"
"SN2012ca","2012/04/25","ESO 336-G9","0.019","85.3","Ia CSM"
"SN2019qym","2019/09/25","AGC 123065","0.019","85.3","Ia"
"SN2018brz","2018/05/15","2MASX J08332211-7637363","0.019","85.3","Ia"
"SN2018fnq","2018/08/31","Unknown","0.019","85.3","Ia"
"SN1998an","1998/04/06","UGC 3683","0.019,0.019","85.3","Ia"
"SN2006bn","2006/04/05","IC 4926","0.019","85.3","Ia"
"SN2010hh","2010/09/01","NGC 6524","0.018,0.019","85.3","Ia"
"SN2012fd","2012/09/22","ESO 488-G51","0.019","85.3","Ia"
"SN2012hp","2012/12/09","UGC 2893","0.019","85.3","Ia"
"MASTER OT J074610.09-712224.9","2015/04/26","PGC 269232","0.019","85.3","Ia"
"SN2015ao","2015/10/06","ESO 354-G3","0.019","85.3","Ia Pec"
"SN2016hmo","2016/10/21","ESO 233-IG14","0.019","85.3","Ia"
"SN2018lqy","2018/08/28","","0.019","85.3","Ia"
"SN2021lyz","2021/05/06","","0.019","85.3","Ia"
"SN2017daf","2017/04/15","UGC 9386","0.019001","85.3105","Ia"
"SN2008db","2008/06/13","NGC 50","0.01902","85.397","Ia"
"SN2020hvq","2020/04/21","UGC 10561","0.019043","85.5018","Ia"
"SN2011gu","2011/10/14","NGC 7485","0.0191","85.76","Ia"
"SN2019tgm","2019/10/24","UGC 11979","0.019107","85.7932","Ia"
"SN2017ejw","2017/05/31","UGC 757","0.019117","85.8388","Ia"
"SN2013bz","2013/04/21","2MASX J13265081-1001263","0.019163","86.0483","Ia"
"SN2018jaj","2018/11/25","","0.01918","86.126","Ia"
"SN2016W","2016/01/20","NGC 946","0.0192","86.22","Ia"
"SDSS-II SN 16225","2006/10/28","","0.0192","86.22","Ia"
"SN2008ff","2008/08/29","ESO 284-G32","0.0192","86.22","Ia"
"SN2012dl","2012/06/06","ESO 459-G6","0.0192","86.22","Ia"
"SN2018jov","2018/12/08","","0.019213","86.276","Ia"
"SN2009ds","2009/04/28","NGC 3905","0.019227","86.3398","Ia"
"SN2021bls","2021/02/01","NGC 6223","0.01924","86.399","Ia-91bg"
"SN2001E","2001/01/05","NGC 3905","0.01926,0.01926","86.49","Ia"
"SN2004fw","2004/11/06","UGC 4633","0.01927","86.536","Ia"
"SN2016dag","2016/07/09","ESO 18-G2","0.01928","86.581","Ia"
"SN2001gc","2001/11/21","UGC 3375","0.01929","86.627","Ia"
"SN2010ai","2010/03/08","SDSS J125925.04+275948.2","0.0193,0.0195","86.67","Ia"
"SN2002kf","2002/12/21","CGCG 233-023","0.0193,0.0193,0.0196","86.67","Ia"
"SN2012db","2012/06/24","ESO 139-G28","0.0193","86.67","Ia"
"SN2001ib","2001/12/07","NGC 7242","0.01931","86.718","Ia"
"SN2012ih","2012/12/10","MCG +08-13-32","0.01932","86.763","Ia"
"SN2017isj","2017/12/02","UGC 6216","0.01933","86.809","Ia"
"SN2003im","2003/09/30","2MASX J00445922-0853228","0.01936","86.946","Ia"
"SN2006di","2006/06/24","NGC 439","0.01936","86.946","Ia"
"SN2003W","2003/01/28","UGC 5234","0.020071","87","Ia"
"SN2017jdx","2017/12/20","IC 1586","0.019417","87.2054","Ia"
"SN2013hs","2013/12/25","UGC 1461","0.01945","87.356","Ia"
"SN2018bta","2018/05/17","ESO 101-G20","0.0195","87.58","Ia"
"SN2009it","2009/08/27","NGC 6841","0.0195","87.58","Ia"
"ASASSN-15gw","2015/04/10","NGC 5536","0.019507","87.6154","Ia"
"SN2019bkh","2019/03/03","MCG +05-31-141","0.019512","87.6382","Ia"
"SN2019gcd","2019/05/29","UGC 11852","0.019513","87.6428","Ia Pec"
"SN2020uea","2020/09/24","CGCG 539-037","0.019544","87.7841","Ia"
"SN2006ef","2006/08/18","NGC 809","0.017006,0.017884","88","Ia"
"SN2000ca","2000/04/28","ESO 383-G32","0.02362","88","Ia"
"ASASSN-14ew","2014/08/04","2MASX J20220000-5147474","0.019597","88.0256","Ia"
"SN2009mj","2009/12/10","MCG +07-14-18","0.0196","88.04","Ia"
"SN2015aw","2015/07/12","ESO 197-G24","0.0196","88.04","Ia Pec"
"psnj1123-0106","2015/12/07","NGC 3662","0.0196","88.04","Ia-91T"
"SN2021zfs","2021/09/21","","0.019623","88.1441","Ia"
"SN2017fpt","2017/07/20","NGC 732","0.01966","88.313","Ia"
"SN2021gtp","2021/03/19","UGC 4611","0.019685","88.4267","Ia"
"SN2020cdr","2020/02/09","ESO 119-G13","0.01969","88.449","Ia"
"SN2008hm","2008/11/25","2MFGC 2845","0.0197,0.0192,0.0197,0.0194","88.5","Ia"
"SN2020ais","2020/01/19","IC 727","0.019707","88.527","Ia-91bg"
"SN2017cts","2017/04/02","CGCG 299-048","0.01976","88.769","Ia"
"ASASSN-15ol","2015/08/15","NGC 745","0.019777","88.846","Ia"
"SN2008as","2008/02/29","ESO 567-G57","0.0198","88.95","Ia"
"SN2017dei","2017/04/17","ESO 529-G5","0.019804","88.9691","Ia"
"SN2000fa","2000/11/30","UGC 3770","0.02127,0.02127","89","Ia"
"SN2002hv","2002/11/05","UGC 4974","0.02343","89","Ia"
"ASASSN-15ih","2015/05/04","GALEXASC J095959.71-025322.1","0.019827","89.074","Ia"
"SN2019bcf","2019/02/23","ESO 337-G16","0.01986","89.224","Ia"
"SN2021wad","2021/08/15","NGC 4896","0.019864","89.2427","Ia"
"SN2004di","2004/07/26","UGC 10097","0.01989","89.361","Ia"
"SN2008fl","2008/09/07","NGC 6805","0.0199","89.41","Ia"
"PSN J13471211-2422171","2015/02/12","ESO 509-G108","0.01991","89.452","Ia"
"PSN J1347","2015/02/15","","0.01991","89.452","Ia"
"SN2017ekr","2017/06/01","UGC 12323","0.019914","89.4706","Ia"
"SN2016ito","2016/12/01","AM 1228-353 NED02","0.01992","89.498","Ia"
"SN2020jee","2020/05/05","CGCG 097-064","0.01993","89.544","Ia"
"ASASSN-14lo","2014/12/08","UGC 6837","0.01993","89.544","Ia"
"SN2013hq","2013/12/13","NGC 7276","0.019947","89.6211","Ia"
"SN2020jsh","2020/05/12","IC 564","0.01998","89.772","Ia"
"SN2019rsg","2019/10/02","","0.019987","89.8035","Ia"
"SN2017gjd","2017/08/29","2MASX J20034478-2759181","0.020021","89.9586","Ia"
"SN2016dxv","2016/04/21","","0.02","90","Ia"
"PS15bom","2015/07/30","SDSS J232637.05-0017","0.02","90","Ia"
"SN2016efy","2016/07/12","","0.02","90","Ia"
"SN1993Y","1993/09/18","UGC 2771","0.02,0.02","90","Ia"
"SN2006cp","2006/05/28","UGC 7357","0.022289","90","Ia"
"LSQ12fuk","2012/10/31","","0.02","90","Ia"
"OGLE17ory","2017/09/05","LEDA 286149","0.02","90","II"
"SN1998ab","1998/04/01","NGC 4704","0.02725,0.02713","90","Ia-91T"
"SN2015az","2015/11/30","UGC 2561","0.02","90","Ia"
"SN2020cvo","2020/02/19","","0.02","90","Ia"
"SN2017jl","2017/01/16","","0.02","90","Ia"
"SN2016hpw","2016/10/30","","0.02","90","Ia"
"SN2018htw","2018/10/09","","0.02","90","Ia"
"SN2020ags","2020/01/19","","0.02","90","Ia"
"SN2019tym","2019/11/02","2MFGC 16828","0.02","90","Ia"
"SN2019wzj","2019/12/18","PGC 213076","0.02","90","Ia"
"Gaia15afs","2015/05/18","","0.02","90","Ia"
"SN2021jai","2021/04/11","","0.02","90","Ia"
"SN2019pdx","2019/08/31","","0.02","90","Ia"
"SN2019vnj","2019/11/25","PGC 922031","0.02","90","Ia"
"SN2020zmi","2020/11/11","","0.02","90","Ia"
"SN2019rm","2019/01/12","2MASX J05531375-7306576","0.02","90","Ia"
"SN2017acb","2017/01/27","","0.02","90","Ia"
"SN2020cxx","2020/02/20","","0.02","90","Ia"
"SN2017edu","2017/04/20","PGC 429000","0.02","90","Ia"
"SN2018fop","2018/08/21","APMUKS(BJ) B011246.80-070721.2","0.02","90","Ia"
"SN2020jhj","2020/05/08","","0.02","90","Ia"
"SN2020zkt","2020/11/12","","0.02","90","Ia"
"SN2000Q","2000/03/12","2MASX J16051100+6939493","0.02,0.02,0.02","90","Ia"
"SN2003hz","2003/09/14","PGC 17866","0.02,0.02","90","Ia"
"SN2008ep","2008/08/03","UGC 826","0.02,0.02","90","Ia"
"LSQ12dbr","2012/06/22","","0.02","90","Ia"
"LSQ13bfo","2013/07/21","","0.02","90","Ia"
"PTF12ta","2012/01/17","","0.02","90","Ia"
"SN2011H","2011/01/04","UGC 1837","0.02","90","Ia"
"SN2012co","2012/05/03","UGC 11804","0.02","90","Ia"
"SN2012cu","2012/06/14","NGC 4772","0.02","90","Ia"
"SN2012cv","2012/06/07","A095829-1053","0.02","90","Ia"
"SN2012fx","2012/08/22","ESO 417-G3","0.02","90","Ia"
"SN2013fz","2013/11/02","NGC 1578","0.02","90","Ia"
"SN2014cc","2014/08/09","NGC 2255","0.02","90","Ia"
"SN2014cj","2014/08/13","ESO 87-G31","0.02","90","Ia"
"SN2014cr","2014/06/27","NGC 6806","0.02","90","Ia-02cx"
"SNhunt239","2014/03/25","UGC 7132","0.02","90","Ia"
"ASASSN-18da","2018/02/17","GALEXASC J032916.48-235840.2","0.02","90","Ia-91T"
"SN2017azw","2017/02/21","ESO 15-G10","0.02","90","Ia"
"SN2017hoq","2017/10/21","","0.02","90","Ia"
"SN2018gfi","2018/09/12","GALEXASC J005853.87-241144.9","0.02","90","Ia"
